response	celltype	term	estimate	statistic	p.value
cg22718169	CD4.	disease	-0.139219342123137	-2.67488003732141	0.00766341037945685
cg22718169	CD8.	disease	0.275929634069205	4.15831129335928	3.63543251082518e-05
cg22718169	mono	disease	0.00537545415376329	0.286538003331595	0.77455725658808
cg22718169	Bcells	disease	-0.0958473160787156	-2.29119827720969	0.022270527357515
cg22718169	NK	disease	0.00912801612663297	0.154156822899034	0.877533862237419
cg22718169	Nue	disease	-0.0338788737087827	-1.00382248798054	0.315837148209954
cg22718169	Eos	disease	-0.0131587661384601	-0.697132479327354	0.485968759962045
cg22718169	NA	sexF	0.0162046787065256	1.08315640142421	0.279140020071812
cg22718169	NA	age	-0.00314038187584841	-5.43828538534041	7.6185112492461e-08
cg22718169	NA	smoking_current	0.00148571651560505	0.0845736204218313	0.932626372891279
cg22718169	NA	smoking_ex	0.00380070211278575	0.220694756280315	0.825399310834167
cg22718169	NA	smoking_occasional	-0.000336320271900632	-0.0135645121093607	0.98918157294728
cg26398836	CD4.	1	-2.23626010821142	-21.7225368474892	2.70071511065593e-79
cg26398836	CD8.	1	-2.95370916864987	-15.0897344856439	2.11223153380766e-44
cg26398836	mono	1	-2.95370916864987	-7.40794101993773	3.94736494022937e-13
cg26398836	Bcells	1	-2.95370916864987	-7.48840811784329	2.24950575515419e-13
cg26398836	NK	1	-2.33704375675815	-18.0539944994007	1.73750068458098e-59
cg26398836	Nue	1	-2.4434390449468	-74.4846509180856	7.90505033345994e-323
cg26398836	Eos	1	-2.95370916864987	-7.33103069823797	6.72553192668391e-13
cg26398836	CD4.	disease	-0.00288242216334009	-0.928148377282999	0.353674600101801
cg26398836	CD8.	disease	-0.00212225037997395	-1.44688010243071	0.148411830737881
cg26398836	mono	disease	-0.000868359116507966	-0.943799456037635	0.345622268344255
cg26398836	Bcells	disease	-0.00125976623254183	-1.33690850347385	0.181719491387796
cg26398836	NK	disease	0.000300582704390837	0.137273568354075	0.890857006109939
cg26398836	Nue	disease	0.0014391331565548	0.146529767838507	0.883548555398653
cg26398836	Eos	disease	0.000231694407994661	0.414738677351959	0.678469848649809
cg26398836	NA	sexF	-0.0389249647063144	-2.59661330064988	0.00962735634277731
cg26398836	NA	age	-0.000645209455867977	-1.11765145228731	0.264128169634232
cg26398836	NA	smoking_current	-0.0233500317570677	-1.32810669276773	0.184608296555913
cg26398836	NA	smoking_ex	-0.0154998617693801	-0.899207324047982	0.368874716667877
cg26398836	NA	smoking_occasional	-0.0219816812994065	-0.884991221003862	0.376488116771777
cg14656329	CD4.	1	0.959174164855532	5.37408623012378	1.06970427614613e-07
cg14656329	CD8.	1	1.43203236541855	6.00989478998541	3.07499174390545e-09
cg14656329	mono	1	1.50304018468174	2.97090452010279	0.00307748956898995
cg14656329	Bcells	1	1.04439633783853	2.68056981736442	0.00753377205845653
cg14656329	NK	1	1.34264977105885	5.38971860372613	9.84312126161517e-08
cg14656329	Nue	1	0.9017333843285	19.0956335566609	5.15805993340484e-65
cg14656329	Eos	1	0.485614245403702	1.38201291360187	0.167436709520814
cg14656329	CD4.	disease	-0.000365294645859357	-0.0980041042982397	0.921959200805671
cg14656329	CD8.	disease	-0.00338373151364764	-1.36631956495504	0.172310429991125
cg14656329	mono	disease	-0.00155598800028808	-1.04118935975154	0.29817418866998
cg14656329	Bcells	disease	-0.000811016195719749	-0.410406338526	0.681642932329667
cg14656329	NK	disease	-0.00174603170514659	-0.741431481635314	0.458699237245238
cg14656329	Nue	disease	0.00113237131629137	0.0799948320169048	0.936265950550303
cg14656329	Eos	disease	-0.000384437125259749	-0.289826986059925	0.772040888022939
cg14656329	NA	sexF	0.00877255213250201	0.410496456222261	0.681576870737541
cg14656329	NA	age	0.000813616204358119	0.988621475111307	0.323215672935229
cg14656329	NA	smoking_current	0.0234366259590733	0.935077419839437	0.350095119967526
cg14656329	NA	smoking_ex	0.034223701670417	1.39273800683574	0.164174483868415
cg14656329	NA	smoking_occasional	0.0289294882034437	0.816999539924112	0.414227571468823
cg25320798	CD4.	1	1.41749002029373	10.8597904413463	2.19749995182264e-25
cg25320798	CD8.	1	1.65661154307666	10.4658079172691	8.14578389215002e-24
cg25320798	mono	1	1.91901882304655	4.97599429167407	8.29709835258129e-07
cg25320798	Bcells	1	2.06560023560181	4.84566280826979	1.57536008993741e-06
cg25320798	NK	1	1.71718053298565	9.42524415948034	7.1713132450247e-20
cg25320798	Nue	1	1.69678041870799	40.4539465766425	1.24271803425489e-180
cg25320798	Eos	1	1.51115817421426	4.76401157408464	2.33660507061051e-06
cg25320798	CD4.	disease	-0.00283962831874966	-0.729293475175535	0.466084462847785
cg25320798	CD8.	disease	-0.00216622432979306	-0.760769582115059	0.447070165281038
cg25320798	mono	disease	-0.00290453257885482	-1.92098539448082	0.0551699637981441
cg25320798	Bcells	disease	-7.17402025856636e-05	-0.0517961137575135	0.958707041059009
cg25320798	NK	disease	-0.00218666561203733	-0.883582936863148	0.377247574384801
cg25320798	Nue	disease	-0.0108676662784156	-0.881330982816715	0.378463970748478
cg25320798	Eos	disease	-0.000115102791569201	-0.101876946071337	0.91888571960152
cg25320798	NA	sexF	0.00379004004167668	0.209636935475421	0.834016636565551
cg25320798	NA	age	0.000521845835109413	0.749536177443881	0.453804865866022
cg25320798	NA	smoking_current	-0.001795733580276	-0.0846909007515043	0.932533167563953
cg25320798	NA	smoking_ex	-0.000233592392504215	-0.0112367830718447	0.991037975532532
cg25320798	NA	smoking_occasional	-0.0239755147715845	-0.800366341793445	0.423790550524495
cg21470600	CD4.	1	0.638446116344686	3.74707778309988	0.00019461715599042
cg21470600	CD8.	1	0.638446116344686	3.58124534844721	0.000367165388583659
cg21470600	mono	1	-0.0818295179729645	-0.251144615978636	0.801780710115104
cg21470600	Bcells	1	0.638446116344686	1.77960328050462	0.0756023725286013
cg21470600	NK	1	0.638446116344686	3.24443134448215	0.0012364266610742
cg21470600	Nue	1	-0.704696059442621	-15.139752999983	1.20218320595736e-44
cg21470600	Eos	1	0.0142968513127605	0.0411022352455429	0.967226860823499
cg21470600	CD4.	disease	-0.00374408697095455	-1.02080803081202	0.307724593436006
cg21470600	CD8.	disease	-0.000558242028766436	-0.180854620971171	0.856537976935678
cg21470600	mono	disease	-0.00227354956556502	-1.03874759764537	0.299307786051682
cg21470600	Bcells	disease	-0.00115477445338832	-0.571294916901892	0.567996918218354
cg21470600	NK	disease	-0.00437540848181176	-1.56572156414992	0.117899753224226
cg21470600	Nue	disease	-0.0201510115055775	-1.48032890725135	0.139269268720981
cg21470600	Eos	disease	-0.00102953311379031	-0.819657467275118	0.412711384800112
cg21470600	NA	sexF	0.0478460925372286	2.64751313476696	0.00830492326510931
cg21470600	NA	age	-0.00145433928842487	-2.08971835363318	0.0370306489188804
cg21470600	NA	smoking_current	0.0155023365296007	0.731408145912707	0.464793075387659
cg21470600	NA	smoking_ex	0.0245481058160108	1.1813251966473	0.237904936776839
cg21470600	NA	smoking_occasional	-0.00342563816827122	-0.114400024571345	0.908955967803975
cg06719487	CD4.	1	-2.37494300449691	-20.4762479432024	1.80797746984936e-72
cg06719487	CD8.	1	-2.67012637241526	-17.349371840388	8.33208120780963e-56
cg06719487	mono	1	-2.71279158662436	-8.35420440486361	3.90431575481138e-16
cg06719487	Bcells	1	-2.29957662906144	-9.99561760216191	5.37156070526404e-22
cg06719487	NK	1	-3.01414829677335	-13.2046509530658	1.75022792944654e-35
cg06719487	Nue	1	-2.55451008386599	-70.4617871406483	9.5474962179355e-309
cg06719487	Eos	1	-2.63391731710873	-8.28989695432774	6.37938161305724e-16
cg06719487	CD4.	disease	-0.0110512146957681	-0.943781434013138	0.345631472635028
cg06719487	CD8.	disease	-0.0113679911445447	-1.38149769997647	0.167599927433819
cg06719487	mono	disease	0.00170024696477066	0.429558115213383	0.667659244766051
cg06719487	Bcells	disease	0.00432004532865229	0.691724605458929	0.489356908195867
cg06719487	NK	disease	-1.5635171730557e-05	-0.00289276840998978	0.997692794165244
cg06719487	Nue	disease	0.0263478033150414	1.48781357363911	0.137284266436641
cg06719487	Eos	disease	-0.00791503032726899	-2.14277397075957	0.0325013811498681
cg06719487	NA	sexF	-0.0213701744495347	-1.35777993396906	0.175003957322745
cg06719487	NA	age	-0.00236565871295434	-3.89849778306223	0.00010682537675206
cg06719487	NA	smoking_current	0.0111976655459201	0.606458012162419	0.544422073058206
cg06719487	NA	smoking_ex	0.0158308528798925	0.874589844476694	0.382119650559281
cg06719487	NA	smoking_occasional	-0.00289982003864441	-0.111194836541816	0.911496119027098
cg26797159	CD4.	1	1.5662076289772	17.3647216355795	6.93623632300891e-56
cg26797159	CD8.	1	1.972536469826	15.8165570576788	5.38605309950711e-48
cg26797159	mono	1	1.75164514736569	8.08804345853216	2.92193700731805e-15
cg26797159	Bcells	1	1.63128661430562	8.25315922658523	8.43364913581734e-16
cg26797159	NK	1	1.75623943119339	14.8888430801367	2.01326000391454e-43
cg26797159	Nue	1	1.54801948589883	63.9238671142122	1.82743643949519e-284
cg26797159	Eos	1	1.89559900943836	7.72396359891643	4.2163220706903e-14
cg26797159	CD4.	disease	0.00186281533604727	0.96463605441652	0.335085324807144
cg26797159	CD8.	disease	0.0018261915154418	1.47350201987753	0.141099068766966
cg26797159	mono	disease	0.000469677298806309	0.513879944051972	0.607510305924581
cg26797159	Bcells	disease	0.000759762766535024	0.745461505929437	0.456261833825218
cg26797159	NK	disease	0.00124889084277125	0.95958875666462	0.33761848015621
cg26797159	Nue	disease	-0.000383914360375466	-0.0531737707599	0.957609766613269
cg26797159	Eos	disease	0.00057756160157717	1.16660666723227	0.243796422787378
cg26797159	NA	sexF	0.0131604034460255	1.20836500857233	0.227345637710477
cg26797159	NA	age	-0.000927053590799173	-2.21035446920905	0.0274276094653856
cg26797159	NA	smoking_current	0.0124466886676075	0.974431491467108	0.330204272910823
cg26797159	NA	smoking_ex	-0.00534692967141538	-0.426963081473582	0.669547385132647
cg26797159	NA	smoking_occasional	-0.0121510937226984	-0.673352575651934	0.500961985299611
cg20945232	CD4.	1	-0.915051639244122	-3.43140694527404	0.000638037000038374
cg20945232	CD8.	1	-1.77908178991531	-3.9191409335445	9.81674409522742e-05
cg20945232	mono	1	-1.99241506505215	-1.85028846562712	0.0647200690658604
cg20945232	Bcells	1	0.103817156865722	0.222359515354524	0.824103024609821
cg20945232	NK	1	-1.19820440471786	-3.43114274903019	0.00063864771600347
cg20945232	Nue	1	-0.920273860134884	-12.7601531635838	1.77745328854257e-33
cg20945232	Eos	1	-0.567312046460186	-1.05248776331537	0.292962166830981
cg20945232	CD4.	disease	0.0047222656194825	0.817510759811199	0.413935695219598
cg20945232	CD8.	disease	0.00485979485109118	1.60621284270226	0.108712069564227
cg20945232	mono	disease	-7.25462166906538e-05	-0.0444712907643523	0.964542373133932
cg20945232	Bcells	disease	0.00285805827302023	0.742675653649056	0.457945968536406
cg20945232	NK	disease	0.00313885314962126	0.805209516157409	0.420992773810742
cg20945232	Nue	disease	0.0210751249622788	0.978520832099875	0.328180279514466
cg20945232	Eos	disease	-0.00130726000498268	-0.653277060911937	0.513808330593874
cg20945232	NA	sexF	-0.0412470798891863	-1.30131416725054	0.193611290412811
cg20945232	NA	age	4.19494116320407e-05	0.0343672182856372	0.972594858590701
cg20945232	NA	smoking_current	-0.00923814472015363	-0.248509022800885	0.803818963182902
cg20945232	NA	smoking_ex	0.00900636833380605	0.247114082929849	0.804897844685862
cg20945232	NA	smoking_occasional	-0.0205135179578839	-0.39059226243174	0.696226426245027
cg08164371	CD4.	1	-1.03575365511912	-8.96754692484268	3.11886048661797e-18
cg08164371	CD8.	1	-1.54119126732202	-9.68363839035304	8.01642560429343e-21
cg08164371	mono	1	-1.01375626745972	-4.18417914378528	3.25051980832114e-05
cg08164371	Bcells	1	-1.94173736347056	-4.60326976996954	4.99228513414509e-06
cg08164371	NK	1	-1.73974778521725	-8.68896377157821	2.8899346110221e-17
cg08164371	Nue	1	-1.37862672197408	-36.8191737062763	5.80415141759764e-162
cg08164371	Eos	1	-1.36418899831154	-4.3934306050576	1.30026900090736e-05
cg08164371	CD4.	disease	-0.0053855681336428	-1.54797463455028	0.122114376167587
cg08164371	CD8.	disease	-0.00330565903927914	-1.47126676742932	0.141702188043599
cg08164371	mono	disease	-0.00249990780596253	-1.31273261062534	0.189735646938393
cg08164371	Bcells	disease	-0.00216429185894501	-1.95609243354298	0.0508815154640563
cg08164371	NK	disease	-0.00131523547456107	-0.736519291005581	0.46168005318383
cg08164371	Nue	disease	-0.00867535794017875	-0.792070393814342	0.428608153516556
cg08164371	Eos	disease	0.000596538413236064	0.653784553152589	0.513481482056865
cg08164371	NA	sexF	-0.0718418199682448	-4.45850787672155	9.7191283672117e-06
cg08164371	NA	age	-0.00167660441159574	-2.70191202672298	0.00707381118032142
cg08164371	NA	smoking_current	-0.0145454736961503	-0.769683103838977	0.441767078549472
cg08164371	NA	smoking_ex	0.00902883470540685	0.487307226424589	0.62620467437438
cg08164371	NA	smoking_occasional	0.0359058553075205	1.34485844912766	0.179139289359327
cg13709618	CD4.	1	-0.902252498117269	-6.01985692421701	2.90088246841078e-09
cg13709618	CD8.	1	-0.908915340406175	-5.7797857796072	1.1551341706032e-08
cg13709618	mono	1	-1.43940648734643	-3.43968864707352	0.00061916680480899
cg13709618	Bcells	1	-0.882893606647296	-2.82230240960382	0.00491200003115845
cg13709618	NK	1	-0.682456456659396	-4.26143761299402	2.32796796176807e-05
cg13709618	Nue	1	-1.11204102097738	-25.0782643303773	6.32975025257411e-98
cg13709618	Eos	1	-1.5935702608526	-3.36896057990574	0.000798557116075438
cg13709618	CD4.	disease	0.000613917209151388	0.164479542023663	0.869404706218494
cg13709618	CD8.	disease	0.00124022812014542	0.395571733119997	0.692550588275993
cg13709618	mono	disease	0.00147544022043323	0.963168899988246	0.335820397035169
cg13709618	Bcells	disease	0.00043529083852091	0.209925364940866	0.833791605588743
cg13709618	NK	disease	0.00315940637324898	1.02825069672289	0.304213804572524
cg13709618	Nue	disease	0.0080568574431679	0.627325393053902	0.530665918538093
cg13709618	Eos	disease	0.00122958763742757	1.48823245561004	0.137173824673853
cg13709618	NA	sexF	0.00245966739191717	0.133157625893685	0.894109871364142
cg13709618	NA	age	0.00145364321313232	2.04351790839572	0.041403224881292
cg13709618	NA	smoking_current	0.0187947765338117	0.867552810168666	0.385958861307773
cg13709618	NA	smoking_ex	0.0164240862878956	0.77326631572982	0.43964546606587
cg13709618	NA	smoking_occasional	-0.00819189605522844	-0.267651029989924	0.789052723006311
cg24360459	CD4.	1	-2.5090131784982	-23.8349543932013	5.36617172344332e-91
cg24360459	CD8.	1	-2.7982918862351	-19.8696451979157	3.5375394471345e-69
cg24360459	mono	1	-2.16324736569199	-12.7671927330498	1.65322241575291e-33
cg24360459	Bcells	1	-2.22020390879251	-12.6582053675602	5.06233058131355e-33
cg24360459	NK	1	-2.51645628906196	-20.6164598391834	3.11347693396074e-73
cg24360459	Nue	1	-2.29764792443279	-94.7686991845658	0
cg24360459	Eos	1	-2.50344251940556	-10.9188166787442	1.26896829458256e-25
cg24360459	CD4.	disease	0.00253487160271419	1.52324512847767	0.12818298796399
cg24360459	CD8.	disease	0.000566977867830513	0.514683950715915	0.606948580613863
cg24360459	mono	disease	0.00223693904986217	1.91909274414011	0.055409489203845
cg24360459	Bcells	disease	0.00153892740618055	1.33557252911002	0.182155788768651
cg24360459	NK	disease	0.00164321332676021	1.30589376031658	0.192049945890114
cg24360459	Nue	disease	0.00630035344629708	0.873106413142688	0.382927010894784
cg24360459	Eos	disease	0.000264397433305168	0.497925063480727	0.618705017105742
cg24360459	NA	sexF	-0.0307080416075341	-2.83043635489762	0.00479184567419108
cg24360459	NA	age	0.000360305829088338	0.862386567266079	0.388792394106798
cg24360459	NA	smoking_current	-0.00559238744510057	-0.439506704414502	0.660440280353017
cg24360459	NA	smoking_ex	-0.00907304751567576	-0.727295848551621	0.467306205863265
cg24360459	NA	smoking_occasional	0.000114576782339754	0.00637377508165336	0.99491645033647
cg06535675	CD4.	1	2.05741126325441	19.8535646239029	4.32153148297779e-69
cg06535675	CD8.	1	2.23820006330209	18.0613466775679	1.58947921441211e-59
cg06535675	mono	1	2.71190122354976	7.26557900757853	1.05466919478518e-12
cg06535675	Bcells	1	1.99228195199844	9.59445540897005	1.71617742953753e-20
cg06535675	NK	1	2.51365156651425	14.7389462173813	1.0723518903204e-42
cg06535675	Nue	1	2.17827883389523	71.1354342438062	3.76589690391292e-311
cg06535675	Eos	1	2.31220875934868	8.33317663152676	4.58576360124316e-16
cg06535675	CD4.	disease	0.00169066886487329	0.641375057318279	0.521504772332854
cg06535675	CD8.	disease	-0.000900679806023234	-0.461358511157919	0.644695520515527
cg06535675	mono	disease	-0.000108714922991019	-0.129600829925259	0.896922278762109
cg06535675	Bcells	disease	0.000730923868441405	0.478475350331455	0.632472562052838
cg06535675	NK	disease	-6.36828780632013e-06	-0.00448422036359437	0.996423495542703
cg06535675	Nue	disease	0.0025214428390061	0.278644588982158	0.780606076604386
cg06535675	Eos	disease	-0.00061416597115213	-0.890724701550919	0.3734059446283
cg06535675	NA	sexF	-0.00265853824338681	-0.19639445149016	0.844362730650905
cg06535675	NA	age	0.00059182046669283	1.13527652163903	0.256677277565094
cg06535675	NA	smoking_current	-0.00656369671966963	-0.413433953325862	0.679424854302636
cg06535675	NA	smoking_ex	0.0067331941950447	0.432580417414668	0.665462880527188
cg06535675	NA	smoking_occasional	0.00774768313545729	0.345425600050023	0.729886019167369
cg13848568	CD4.	1	-2.280977308163	-19.6852688614625	3.50303625695429e-68
cg13848568	CD8.	1	-3.30385781150131	-11.3874328999123	1.51187782609305e-27
cg13848568	mono	1	-3.06089285428185	-6.427468201831	2.491945516078e-10
cg13848568	Bcells	1	-3.30385781150131	-5.64379229508094	2.47365520309742e-08
cg13848568	NK	1	-2.78538826629197	-13.6994167277914	9.20068398926506e-38
cg13848568	Nue	1	-2.46472424627553	-67.7300532483395	8.16424828920499e-299
cg13848568	Eos	1	-3.30385781150131	-5.70028769442826	1.80621463375095e-08
cg13848568	CD4.	disease	0.00448528868942366	1.27820260881083	0.201633539389416
cg13848568	CD8.	disease	0.000760070949921614	0.60026769798786	0.548536738094739
cg13848568	mono	disease	0.000963315651836582	0.98626966736584	0.324367213809558
cg13848568	Bcells	disease	0.000727100873735539	0.901280359406207	0.367772581957755
cg13848568	NK	disease	6.1379685806838e-06	0.00343474044945527	0.99726053124676
cg13848568	Nue	disease	0.00475855549335892	0.426890170338898	0.66960046541892
cg13848568	Eos	disease	0.000392853720011581	0.794903804971886	0.426959162254489
cg13848568	NA	sexF	-0.0502832096267457	-2.83225084249253	0.00476507011362952
cg13848568	NA	age	-0.000370483775276084	-0.54187349109159	0.588091071804521
cg13848568	NA	smoking_current	-0.00148716981285256	-0.071422537774276	0.943083408617472
cg13848568	NA	smoking_ex	-0.017745482936579	-0.869254576251505	0.385028267088493
cg13848568	NA	smoking_occasional	-0.0178171346238809	-0.605688548681078	0.544932692940575
cg20149137	CD4.	1	-3.03466907320951	-18.3031810796155	8.44147805945205e-61
cg20149137	CD8.	1	-2.83620302869755	-19.4533881082188	6.21404088862961e-67
cg20149137	mono	1	-3.25869795772171	-7.54614270415448	1.49811259447358e-13
cg20149137	Bcells	1	-2.78947746800825	-9.9611856646217	7.26064460374215e-22
cg20149137	NK	1	-2.89414251470654	-17.1728805552049	6.83066945188719e-55
cg20149137	Nue	1	-2.64587072300149	-82.1281576652544	0
cg20149137	Eos	1	-2.32930899087525	-10.9534693776035	9.18415094334473e-26
cg20149137	CD4.	disease	0.000436863577405867	0.230114535507624	0.81807505831759
cg20149137	CD8.	disease	0.00108140590276031	0.570942548005405	0.568235617692568
cg20149137	mono	disease	-0.000329193823086241	-0.401310358335757	0.688323331497715
cg20149137	Bcells	disease	-0.000946349907293145	-0.733120042122843	0.463749117079448
cg20149137	NK	disease	0.000205437322714362	0.12608393196103	0.899704415293453
cg20149137	Nue	disease	-0.00507312755520213	-0.521611272538062	0.602118421180708
cg20149137	Eos	disease	0.00056790946785342	0.552417641786286	0.580851854862892
cg20149137	NA	sexF	-0.0321862508698636	-2.1254984797592	0.0339209195818203
cg20149137	NA	age	-0.000127708043466128	-0.218996300166757	0.826721570217206
cg20149137	NA	smoking_current	-0.00688650077323208	-0.387754618214715	0.698324381237799
cg20149137	NA	smoking_ex	-0.0283048042756893	-1.6255910083343	0.104520660074151
cg20149137	NA	smoking_occasional	-0.0100097198863139	-0.398941921118479	0.69006682557464
cg03341469	CD4.	1	-2.0148332326924	-5.69612708247165	1.84870071805243e-08
cg03341469	CD8.	1	-2.74816368552658	-4.1025013394803	4.59986091388788e-05
cg03341469	mono	1	-1.91305994477856	-2.75151170851189	0.0060953987848836
cg03341469	Bcells	1	-1.44154688366197	-2.86584801248956	0.00429175921345821
cg03341469	NK	1	-2.74816368552658	-3.75026308370525	0.000192212800841698
cg03341469	Nue	1	-1.41388853949413	-21.8528646788426	5.17134386234588e-80
cg03341469	Eos	1	-1.06557663133737	-2.35076120345383	0.0190292513948443
cg03341469	CD4.	disease	-0.00272908392139808	-0.731819070242606	0.46454236373194
cg03341469	CD8.	disease	-0.000828374288660864	-0.47282985209029	0.636493058012754
cg03341469	mono	disease	-0.00119613439735759	-0.565680322079527	0.571806029926295
cg03341469	Bcells	disease	-0.00386454783429186	-1.28089284300365	0.200687429306446
cg03341469	NK	disease	-8.56673085347085e-05	-0.0543516464483283	0.956671677484035
cg03341469	Nue	disease	0.00402552929471695	0.201301196673238	0.840525946755703
cg03341469	Eos	disease	-0.000340070939060735	-0.167923825442627	0.866695359354739
cg03341469	NA	sexF	-0.0366919909827757	-1.14038659415588	0.254544643920287
cg03341469	NA	age	-0.00335224524395844	-2.70542878555927	0.00700018574621493
cg03341469	NA	smoking_current	-0.0213865088206988	-0.566740281354925	0.571085990052251
cg03341469	NA	smoking_ex	-0.0378083588748497	-1.02193798789401	0.307189856439199
cg03341469	NA	smoking_occasional	-0.00178902437105307	-0.0335582223010387	0.973239723550801
cg07221518	CD4.	1	0.985035092032704	11.536091071865	3.61470253894293e-28
cg07221518	CD8.	1	1.65007766965749	12.8056424799822	1.11244855762304e-33
cg07221518	mono	1	1.4772073714671	6.29368736649109	5.66088952618719e-10
cg07221518	Bcells	1	1.17174887222161	5.96313458138022	4.03819150954964e-09
cg07221518	NK	1	1.65811831095387	11.5970583507199	2.00305901296369e-28
cg07221518	Nue	1	1.27709103470913	47.8991607618049	1.1463425544061e-216
cg07221518	Eos	1	1.65811831095387	6.10958010733022	1.70980042117527e-09
cg07221518	CD4.	disease	9.89628764175337e-05	0.0408471623761904	0.967430264455666
cg07221518	CD8.	disease	0.000774887349461118	0.540935151890397	0.588737320681971
cg07221518	mono	disease	-0.000454291300851549	-0.449280734636425	0.653378686753706
cg07221518	Bcells	disease	0.00123221758241372	1.00514518848147	0.315200397839402
cg07221518	NK	disease	0.000718388588607676	0.558146263707299	0.576936408291807
cg07221518	Nue	disease	-0.00417574012721362	-0.530170441144674	0.59617454262464
cg07221518	Eos	disease	8.28575348891611e-05	0.154780607295864	0.877042254558054
cg07221518	NA	sexF	-0.0253337988333678	-2.16783398841506	0.0305329876374837
cg07221518	NA	age	0.000717125631156851	1.59348380850772	0.111537075829681
cg07221518	NA	smoking_current	0.0250833101129762	1.83012612923544	0.0676881607203256
cg07221518	NA	smoking_ex	0.00534886436054767	0.398056495374757	0.690719044389867
cg07221518	NA	smoking_occasional	0.0177744815142742	0.917952728080083	0.358983573498317
cg15684811	CD4.	1	-1.84713024600311	-20.926760553735	6.29116748291412e-75
cg15684811	CD8.	1	-2.92512275676401	-13.3905210914779	2.46792114171981e-36
cg15684811	mono	1	-2.34473108351551	-8.60225425085928	5.7154467340024e-17
cg15684811	Bcells	1	-2.76865856831108	-7.18421422147374	1.8365915148304e-12
cg15684811	NK	1	-2.59926026322315	-14.235060161774	2.7870622514409e-40
cg15684811	Nue	1	-2.11372662341217	-72.6173226286936	2.23207030859514e-316
cg15684811	Eos	1	-2.48040412621414	-7.91447738966897	1.05590786909066e-14
cg15684811	CD4.	disease	-0.00182101578801077	-0.634951172816409	0.525683352416469
cg15684811	CD8.	disease	-0.000773326890682133	-0.738317365712635	0.460587689172358
cg15684811	mono	disease	-0.00146228131454145	-1.36933978539949	0.171365285494579
cg15684811	Bcells	disease	-0.000748898231730429	-0.978959254958206	0.32796376462657
cg15684811	NK	disease	0.000334162651989511	0.269192542824311	0.787866813073392
cg15684811	Nue	disease	-0.00955824872238123	-1.08783641921631	0.277069905754249
cg15684811	Eos	disease	0.000593955299084428	1.03828328569699	0.299523670353974
cg15684811	NA	sexF	-0.0921477839844151	-6.72965335450725	3.73313172646301e-11
cg15684811	NA	age	-0.00154628942369937	-2.93238606125254	0.00348182031719541
cg15684811	NA	smoking_current	-0.00737515589060862	-0.459248025254458	0.646209372920361
cg15684811	NA	smoking_ex	-0.00600151438271425	-0.381172778066684	0.703199410734813
cg15684811	NA	smoking_occasional	-0.0122680266434532	-0.540735282343164	0.588875016410629
cg22803724	CD4.	1	-1.79491679295561	-12.1530776180505	8.39343940793197e-31
cg22803724	CD8.	1	-2.48347547025325	-9.51285505841358	3.42821246868855e-20
cg22803724	mono	1	-2.34482836679271	-4.94215286356688	9.81384304562893e-07
cg22803724	Bcells	1	-2.60214843129577	-4.47909109642067	8.83765467549854e-06
cg22803724	NK	1	-1.96741086843203	-10.1507262413583	1.36942105300653e-22
cg22803724	Nue	1	-2.0748684872252	-42.4738106538127	1.04971461622591e-190
cg22803724	Eos	1	-2.76831562862856	-4.08501325012648	4.95107566263265e-05
