response	celltype	term	estimate	statistic	p.value
cg25320798	CD4.	CD4.	751642695.0955057	0.24435835385686647	0.8070313667791223
cg25320798	CD8.	CD8.	751642695.1163816	0.24435835386362367	0.8070313667738916
cg25320798	mono	mono	751642695.2582531	0.2443583539099693	0.8070313667380165
cg25320798	Bcells	Bcells	751642695.1127481	0.24435835386235996	0.8070313667748701
cg25320798	NK	NK	751642695.1221104	0.24435835386534827	0.8070313667725568
cg25320798	Nue	Nue	751642695.1202297	0.2443583538647543	0.8070313667730165
cg25320798	Eos	Eos	751642695.0637064	0.2443583538461362	0.8070313667874285
cg25320798	CD4.	disease:CD4.	-1699908651.179822	-0.3457532093598229	0.7296414586002474
cg25320798	CD8.	disease:CD8.	-1699908651.1529207	-0.34575320935424914	0.7296414586044346
cg25320798	mono	disease:mono	-1699908651.3102036	-0.34575320938668547	0.7296414585800675
cg25320798	Bcells	disease:Bcells	-1699908651.0144653	-0.3457532093260242	0.7296414586256381
cg25320798	NK	disease:NK	-1699908651.1685476	-0.3457532093574057	0.7296414586020634
cg25320798	Nue	disease:Nue	-1699908651.137928	-0.34575320935118303	0.7296414586067379
cg25320798	Eos	disease:Eos	-1699908651.1126041	-0.3457532093457822	0.7296414586107952
cg21470600	overall	disease	6155337144.086038	0.688905848747599	0.49113140063199534
cg21470600	CD4.	CD4.	161356513.111454	0.028864872306379262	0.9769813321560652
cg21470600	CD8.	CD8.	161356513.1135397	0.028864872306748876	0.9769813321557705
cg21470600	mono	mono	161356512.6852846	0.02886487223016523	0.9769813322168261
cg21470600	Bcells	Bcells	161356512.81656265	0.02886487225361327	0.9769813321981324
cg21470600	NK	NK	161356513.02682304	0.028864872291219965	0.9769813321681509
cg21470600	Nue	Nue	161356512.68526363	0.028864872230120867	0.9769813322168616
cg21470600	Eos	Eos	161356512.78815556	0.02886487224849844	0.9769813322022102
cg21470600	CD4.	disease:CD4.	-6155337144.110801	-0.6889058487505227	0.4911314006301565
cg21470600	CD8.	disease:CD8.	-6155337143.971867	-0.6889058487347695	0.491131400640064
cg21470600	mono	disease:mono	-6155337144.053654	-0.6889058487448114	0.4911314006337485
cg21470600	Bcells	disease:Bcells	-6155337143.974905	-0.6889058487349825	0.4911314006399299
cg21470600	NK	disease:NK	-6155337144.186033	-0.6889058487586955	0.4911314006250166
cg21470600	Nue	disease:Nue	-6155337144.0969095	-0.6889058487487312	0.49113140063128324
cg21470600	Eos	disease:Eos	-6155337144.129213	-0.6889058487518485	0.4911314006293227
cg06719487	overall	disease	-1062298948.289976	-0.4765856971715466	0.633819334030084
cg06719487	CD4.	CD4.	-1180207317.517727	-0.8463064872128894	0.39769712467283136
cg06719487	CD8.	CD8.	-1180207317.5391307	-0.8463064872281353	0.3976971246643346
cg06719487	mono	mono	-1180207317.5695019	-0.8463064872506876	0.3976971246517663
cg06719487	Bcells	Bcells	-1180207317.5589128	-0.8463064872420349	0.39769712465658846
cg06719487	NK	NK	-1180207317.5757542	-0.8463064872539201	0.3976971246499649
cg06719487	Nue	Nue	-1180207317.5483727	-0.8463064872343455	0.3976971246608738
cg06719487	Eos	Eos	-1180207317.50877	-0.8463064872051076	0.3976971246771681
cg06719487	CD4.	disease:CD4.	1062298948.2570912	0.4765856971568986	0.6338193340405109
cg06719487	CD8.	disease:CD8.	1062298948.2590292	0.4765856971576271	0.6338193340399924
cg06719487	mono	disease:mono	1062298948.3154731	0.47658569718356436	0.6338193340215292
cg06719487	Bcells	disease:Bcells	1062298948.3676633	0.4765856972062764	0.6338193340053618
cg06719487	NK	disease:NK	1062298948.3055595	0.47658569717847216	0.633819334025154
cg06719487	Nue	disease:Nue	1062298948.2901067	0.47658569717154664	0.6338193340300837
cg06719487	Eos	disease:Eos	1062298948.2143835	0.4765856971372298	0.6338193340545119
cg26797159	overall	disease	-579290901.9604778	-0.1857611993204992	0.8526907083897364
cg26797159	CD4.	CD4.	-910400116.5683279	-0.4666225439296553	0.6409282550959419
cg26797159	CD8.	CD8.	-910400116.5253038	-0.4666225439075471	0.6409282551117534
cg26797159	mono	mono	-910400116.5505247	-0.46662254392090047	0.6409282551022033
cg26797159	Bcells	Bcells	-910400116.5520449	-0.4666225439210956	0.6409282551020637
cg26797159	NK	NK	-910400116.546937	-0.4666225439183719	0.6409282551040116
cg26797159	Nue	Nue	-910400116.5602703	-0.46662254392523905	0.6409282550991003
cg26797159	Eos	Eos	-910400116.5311422	-0.46662254390984664	0.640928255110109
cg26797159	CD4.	disease:CD4.	579290901.9706182	0.18576119932379195	0.8526907083871551
cg26797159	CD8.	disease:CD8.	579290901.9906521	0.1857611993301613	0.8526907083821621
cg26797159	mono	disease:mono	579290901.9718466	0.18576119932437046	0.8526907083867016
cg26797159	Bcells	disease:Bcells	579290901.9588614	0.18576119931993268	0.8526907083901805
cg26797159	NK	disease:NK	579290901.9888344	0.18576119932956667	0.8526907083826283
cg26797159	Nue	disease:Nue	579290901.9507437	0.18576119931735494	0.8526907083922012
cg26797159	Eos	disease:Eos	579290901.9808245	0.18576119932686658	0.8526907083847448
cg20945232	overall	disease	12884052392.812962	0.9852212144104228	0.3248865700570598
cg20945232	CD4.	CD4.	3922050158.5279794	0.47936854123311085	0.631839716226318
cg20945232	CD8.	CD8.	3922050158.3216195	0.4793685412078308	0.6318397162442895
cg20945232	mono	mono	3922050158.5409646	0.4793685412350782	0.6318397162249194
cg20945232	Bcells	Bcells	3922050158.800187	0.4793685412661614	0.6318397162028226
cg20945232	NK	NK	3922050158.4522443	0.4793685412235259	0.6318397162331317
cg20945232	Nue	Nue	3922050158.523666	0.4793685412322895	0.6318397162269018
cg20945232	Eos	Eos	3922050158.754738	0.4793685412600564	0.6318397162071627
cg20945232	CD4.	disease:CD4.	-12884052392.740292	-0.9852212144050835	0.3248865700596799
cg20945232	CD8.	disease:CD8.	-12884052392.595428	-0.9852212143937147	0.3248865700652587
cg20945232	mono	disease:mono	-12884052393.241615	-0.9852212144443978	0.324886570040388
cg20945232	Bcells	disease:Bcells	-12884052392.942593	-0.98522121442008	0.324886570052321
cg20945232	NK	disease:NK	-12884052392.712242	-0.9852212144025849	0.32488657006090593
cg20945232	Nue	disease:Nue	-12884052392.784828	-0.9852212144081505	0.324886570058175
cg20945232	Eos	disease:Eos	-12884052393.026016	-0.9852212144258811	0.3248865700494742
cg08164371	overall	disease	2829669933.060997	0.5150835203896172	0.6066719553032736
cg08164371	CD4.	CD4.	597225959.9719663	0.1737623438528693	0.8621070136354019
cg08164371	CD8.	CD8.	597225959.8793149	0.17376234382589148	0.8621070136565958
cg08164371	mono	mono	597225960.0354989	0.17376234387149186	0.8621070136207718
cg08164371	Bcells	Bcells	597225959.8579032	0.17376234381960312	0.8621070136615359
cg08164371	NK	NK	597225959.8231804	0.17376234380946118	0.8621070136695035
cg08164371	Nue	Nue	597225959.8792553	0.1737623438257885	0.8621070136566766
cg08164371	Eos	Eos	597225959.7592416	0.17376234379069827	0.8621070136842438
cg08164371	CD4.	disease:CD4.	-2829669933.1027703	-0.5150835203973351	0.6066719552978839
cg08164371	CD8.	disease:CD8.	-2829669933.082593	-0.5150835203935098	0.6066719553005552
cg08164371	mono	disease:mono	-2829669933.1712756	-0.5150835204103168	0.6066719552888178
cg08164371	Bcells	disease:Bcells	-2829669933.161165	-0.5150835204077173	0.6066719552906331
cg08164371	NK	disease:NK	-2829669933.0106277	-0.5150835203803774	0.6066719553097264
cg08164371	Nue	disease:Nue	-2829669933.0396857	-0.5150835203856746	0.606671955306027
cg08164371	Eos	disease:Eos	-2829669932.855595	-0.5150835203517922	0.6066719553296893
cg13709618	overall	disease	-12329532486.661081	-1.6020784344329224	0.10963014576733067
cg13709618	CD4.	CD4.	677893525.6672206	0.1407906341548868	0.888079504659137
cg13709618	CD8.	CD8.	677893525.653019	0.14079063415192022	0.8880795046614798
cg13709618	mono	mono	677893525.5426121	0.1407906341291187	0.888079504679486
cg13709618	Bcells	Bcells	677893525.6953058	0.1407906341606552	0.8880795046545817
cg13709618	NK	NK	677893525.684176	0.1407906341583118	0.8880795046564323
cg13709618	Nue	Nue	677893525.6013465	0.14079063414111911	0.8880795046700094
cg13709618	Eos	Eos	677893525.3823395	0.14079063409549422	0.8880795047060391
cg13709618	CD4.	disease:CD4.	12329532486.63072	1.6020784344293313	0.1096301457681248
cg13709618	CD8.	disease:CD8.	12329532486.657045	1.6020784344322783	0.10963014576747311
cg13709618	mono	disease:mono	12329532486.69025	1.6020784344386585	0.1096301457660622
cg13709618	Bcells	disease:Bcells	12329532486.573147	1.602078434421081	0.10963014576994926
cg13709618	NK	disease:NK	12329532486.71587	1.6020784344398205	0.10963014576580522
cg13709618	Nue	disease:Nue	12329532486.6675	1.6020784344335595	0.10963014576718978
cg13709618	Eos	disease:Eos	12329532486.890158	1.6020784344613326	0.10963014576104801
cg24360459	overall	disease	-650846778.380726	-0.362354015983887	0.7172067456301007
cg24360459	CD4.	CD4.	1430194760.048767	1.2726958144804912	0.20358671076427648
cg24360459	CD8.	CD8.	1430194760.0343409	1.2726958144674998	0.2035867107688854
cg24360459	mono	mono	1430194760.0483122	1.2726958144810958	0.203586710764062
cg24360459	Bcells	Bcells	1430194760.0742955	1.2726958145026248	0.2035867107564243
cg24360459	NK	NK	1430194760.0543358	1.2726958144845748	0.2035867107628277
cg24360459	Nue	Nue	1430194760.0736744	1.2726958145018745	0.20358671075669038
cg24360459	Eos	Eos	1430194760.0720687	1.272695814499183	0.20358671075764537
cg24360459	CD4.	disease:CD4.	650846778.3962238	0.3623540159925953	0.7172067456235971
cg24360459	CD8.	disease:CD8.	650846778.3587282	0.36235401597161276	0.7172067456392672
cg24360459	mono	disease:mono	650846778.4370536	0.36235401601568706	0.7172067456063516
cg24360459	Bcells	disease:Bcells	650846778.3981092	0.362354015993471	0.7172067456229432
cg24360459	NK	disease:NK	650846778.3913777	0.36235401598976724	0.7172067456257092
cg24360459	Nue	disease:Nue	650846778.3728081	0.36235401597943423	0.7172067456334261
cg24360459	Eos	disease:Eos	650846778.35626	0.3623540159699591	0.7172067456405025
cg06535675	overall	disease	-5112784268.153946	-2.0228486500030813	0.043502752183620624
cg06535675	CD4.	CD4.	-664779272.4055939	-0.42039593247384704	0.6743369106157211
cg06535675	CD8.	CD8.	-664779272.3711205	-0.42039593245199575	0.6743369106316732
cg06535675	mono	mono	-664779272.3349915	-0.42039593242953266	0.6743369106480719
cg06535675	Bcells	Bcells	-664779272.4174175	-0.4203959324811314	0.6743369106104035
cg06535675	NK	NK	-664779272.3568153	-0.4203959324427123	0.6743369106384504
cg06535675	Nue	Nue	-664779272.3843613	-0.4203959324601619	0.6743369106257118
cg06535675	Eos	Eos	-664779272.3356972	-0.42039593242897044	0.6743369106484822
cg06535675	CD4.	disease:CD4.	5112784268.168819	2.0228486500094123	0.043502752182965766
cg06535675	CD8.	disease:CD8.	5112784268.135159	2.0228486499954967	0.04350275218440512
cg06535675	mono	disease:mono	5112784268.128199	2.022848649995351	0.0435027521844202
cg06535675	Bcells	disease:Bcells	5112784268.185846	2.022848650015178	0.04350275218236942
cg06535675	NK	disease:NK	5112784268.151154	2.022848650001697	0.043502752183763815
cg06535675	Nue	disease:Nue	5112784268.154434	2.0228486500030254	0.04350275218362641
cg06535675	Eos	disease:Eos	5112784268.109482	2.0228486499837772	0.04350275218561731
cg13848568	overall	disease	-153839024.5069449	-0.05078721285873893	0.9595108773368001
cg13848568	CD4.	CD4.	904124466.9071634	0.47707998660088696	0.6334675213884977
cg13848568	CD8.	CD8.	904124466.843149	0.47707998656705075	0.633467521412578
cg13848568	mono	mono	904124466.8188927	0.4770799865546875	0.6334675214213764
cg13848568	Bcells	Bcells	904124466.8498213	0.47707998657041056	0.6334675214101868
cg13848568	NK	NK	904124466.8942285	0.47707998659373485	0.6334675213935875
cg13848568	Nue	Nue	904124466.9019749	0.4770799865978564	0.6334675213906544
cg13848568	Eos	Eos	904124466.8186094	0.47707998655339356	0.6334675214222972
cg13848568	CD4.	disease:CD4.	153839024.52911246	0.050787212866068375	0.9595108773309617
cg13848568	CD8.	disease:CD8.	153839024.50584483	0.05078721285837197	0.9595108773370924
cg13848568	mono	disease:mono	153839024.56225014	0.05078721287705866	0.9595108773222076
cg13848568	Bcells	disease:Bcells	153839024.5053891	0.050787212858212145	0.9595108773372196
cg13848568	NK	disease:NK	153839024.48751354	0.050787212852317	0.9595108773419154
cg13848568	Nue	disease:Nue	153839024.49959397	0.05078721285630592	0.959510877338738
cg13848568	Eos	disease:Eos	153839024.52402544	0.050787212864334796	0.9595108773323426
cg20149137	overall	disease	-2420322725.6356015	-1.3433675839285784	0.17962762612527028
cg20149137	CD4.	CD4.	599420100.9331278	0.5317751049884343	0.5950657225770484
cg20149137	CD8.	CD8.	599420100.940775	0.5317751049951543	0.5950657225723961
cg20149137	mono	mono	599420100.9391015	0.5317751049941558	0.5950657225730875
cg20149137	Bcells	Bcells	599420100.9728718	0.5317751050234495	0.595065722552808
cg20149137	NK	NK	599420100.9439852	0.5317751049977024	0.5950657225706322
cg20149137	Nue	Nue	599420100.9610422	0.5317751050128723	0.5950657225601305
cg20149137	Eos	Eos	599420100.97653	0.5317751050260847	0.5950657225509837
cg20149137	CD4.	disease:CD4.	2420322725.6494203	1.343367583936545	0.17962762612269317
cg20149137	CD8.	disease:CD8.	2420322725.6577954	1.3433675839407961	0.1796276261213181
cg20149137	mono	disease:mono	2420322725.6138725	1.3433675839181496	0.17962762612864366
cg20149137	Bcells	disease:Bcells	2420322725.5924172	1.3433675839042614	0.1796276261331362
cg20149137	NK	disease:NK	2420322725.6431336	1.3433675839325736	0.17962762612397795
cg20149137	Nue	disease:Nue	2420322725.6362405	1.343367583928768	0.1796276261252089
cg20149137	Eos	disease:Eos	2420322725.645445	1.343367583932905	0.17962762612387076
cg03341469	overall	disease	48959059.660589695	0.005188802018389033	0.9958615654400477
cg03341469	CD4.	CD4.	-2497832882.124263	-0.42312873992976546	0.6723430345768409
cg03341469	CD8.	CD8.	-2497832882.249444	-0.4231287399509198	0.6723430345614152
cg03341469	mono	mono	-2497832882.0317354	-0.42312873991442707	0.6723430345880252
cg03341469	Bcells	Bcells	-2497832881.9767113	-0.42312873990457645	0.6723430345952081
cg03341469	NK	NK	-2497832882.2455125	-0.4231287399500151	0.6723430345620751
cg03341469	Nue	Nue	-2497832882.0941763	-0.4231287399244092	0.6723430345807464
cg03341469	Eos	Eos	-2497832882.0732193	-0.42312873992043937	0.6723430345836413
cg03341469	CD4.	disease:CD4.	-48959059.68462229	-0.005188802020937213	0.9958615654380154
cg03341469	CD8.	disease:CD8.	-48959059.70132899	-0.005188802022706296	0.9958615654366043
cg03341469	mono	disease:mono	-48959059.79180336	-0.005188802032301684	0.9958615654289514
cg03341469	Bcells	disease:Bcells	-48959059.849977255	-0.005188802038459449	0.9958615654240403
cg03341469	NK	disease:NK	-48959059.60354996	-0.005188802012343104	0.9958615654448697
cg03341469	Nue	disease:Nue	-48959059.624200344	-0.005188802014531761	0.9958615654431241
cg03341469	Eos	disease:Eos	-48959059.5723269	-0.005188802009030333	0.9958615654475118
cg07221518	overall	disease	-2980950561.1421003	-0.7199733103508485	0.47180345483463293
cg07221518	CD4.	CD4.	-1223901386.2126951	-0.4724797114814999	0.6367449887214423
cg07221518	CD8.	CD8.	-1223901386.1158466	-0.47247971144405504	0.6367449887481491
cg07221518	mono	mono	-1223901386.1145897	-0.47247971144400164	0.6367449887481871
cg07221518	Bcells	Bcells	-1223901386.242816	-0.47247971149291124	0.6367449887133034
cg07221518	NK	NK	-1223901386.1196413	-0.47247971144525347	0.6367449887472942
cg07221518	Nue	Nue	-1223901386.157401	-0.47247971145986406	0.6367449887368735
cg07221518	Eos	Eos	-1223901386.077424	-0.4724797114285207	0.6367449887592285
cg07221518	CD4.	disease:CD4.	2980950561.113657	0.7199733103441379	0.47180345483876185
cg07221518	CD8.	disease:CD8.	2980950561.155117	0.7199733103539386	0.47180345483273156
cg07221518	mono	disease:mono	2980950561.097677	0.7199733103409939	0.4718034548406965
cg07221518	Bcells	disease:Bcells	2980950561.2737617	0.7199733103824615	0.47180345481518193
cg07221518	NK	disease:NK	2980950561.1760635	0.7199733103589522	0.4718034548296467
cg07221518	Nue	disease:Nue	2980950561.129689	0.7199733103477626	0.47180345483653174
cg07221518	Eos	disease:Eos	2980950561.1298094	0.7199733103472709	0.47180345483683406
cg15684811	overall	disease	2295560913.5189104	0.9213234381604636	0.35722766554909335
cg15684811	CD4.	CD4.	-144489872.3860563	-0.09269062690960812	0.9261782600694309
cg15684811	CD8.	CD8.	-144489872.49587488	-0.09269062698004583	0.9261782600134928
cg15684811	mono	mono	-144489872.40026295	-0.09269062691879525	0.9261782600621349
cg15684811	Bcells	Bcells	-144489872.45088613	-0.09269062695115414	0.9261782600364372
cg15684811	NK	NK	-144489872.47737813	-0.09269062696812783	0.9261782600229574
cg15684811	Nue	Nue	-144489872.42330515	-0.09269062693344648	0.9261782600504997
cg15684811	Eos	Eos	-144489872.50844622	-0.09269062698797274	0.9261782600071977
cg15684811	CD4.	disease:CD4.	-2295560913.5240974	-0.9213234381627489	0.3572276655479014
cg15684811	CD8.	disease:CD8.	-2295560913.5349407	-0.9213234381668283	0.3572276655457739
cg15684811	mono	disease:mono	-2295560913.5706525	-0.9213234381823492	0.35722766553767904
cg15684811	Bcells	disease:Bcells	-2295560913.5330963	-0.9213234381659182	0.3572276655462485
cg15684811	NK	disease:NK	-2295560913.4633904	-0.9213234381380533	0.3572276655607811
cg15684811	Nue	disease:Nue	-2295560913.5177035	-0.9213234381598661	0.357227665549405
cg15684811	Eos	disease:Eos	-2295560913.44305	-0.9213234381292373	0.35722766556537877
cg22803724	overall	disease	1035560201.1492175	0.21525610678524226	0.8296360123084441
cg22803724	CD4.	CD4.	890062781.804601	0.2957167231183608	0.7675420451188476
cg22803724	CD8.	CD8.	890062781.7342902	0.29571672309496483	0.7675420451367081
cg22803724	mono	mono	890062781.6847699	0.29571672307878233	0.7675420451490619
cg22803724	Bcells	Bcells	890062781.7231557	0.2957167230911656	0.7675420451396084
cg22803724	NK	NK	890062781.7680423	0.2957167231060119	0.7675420451282747
cg22803724	Nue	Nue	890062781.7616415	0.29571672310390634	0.7675420451298821
cg22803724	Eos	Eos	890062781.6214765	0.2957167230570442	0.7675420451656569
cg22803724	CD4.	disease:CD4.	-1035560201.146725	-0.2152561067847717	0.8296360123088108
cg22803724	CD8.	disease:CD8.	-1035560201.1890339	-0.21525610679350254	0.829636012302007
cg22803724	mono	disease:mono	-1035560201.038726	-0.21525610676253645	0.8296360123261384
cg22803724	Bcells	disease:Bcells	-1035560201.1604277	-0.21525610678751664	0.8296360123066717
cg22803724	NK	disease:NK	-1035560201.120401	-0.2152561067792226	0.8296360123131351
cg22803724	Nue	disease:Nue	-1035560201.1581451	-0.21525610678707152	0.8296360123070186
cg22803724	Eos	disease:Eos	-1035560201.1344091	-0.21525610678198195	0.8296360123109847
cg15553397	overall	disease	-261918019.47420406	-0.0546597967378786	0.9564265039435613
cg15553397	CD4.	CD4.	1692607379.60958	0.564591035350414	0.5725491682533888
cg15553397	CD8.	CD8.	1692607379.649829	0.5645910353637712	0.5725491682443069
cg15553397	mono	mono	1692607379.4652042	0.5645910353027034	0.5725491682858284
cg15553397	Bcells	Bcells	1692607379.512949	0.5645910353179227	0.5725491682754804
cg15553397	NK	NK	1692607379.6165543	0.5645910353523536	0.57254916825207
cg15553397	Nue	Nue	1692607379.5497952	0.5645910353301254	0.5725491682671835
cg15553397	Eos	Eos	1692607379.647314	0.5645910353620941	0.5725491682454473
cg15553397	CD4.	disease:CD4.	261918019.55122566	0.054659796753964346	0.9564265039307509
cg15553397	CD8.	disease:CD8.	261918019.4980383	0.05465979674284849	0.9564265039396034
cg15553397	mono	disease:mono	261918019.66975307	0.05465979677875421	0.9564265039110087
cg15553397	Bcells	disease:Bcells	261918019.3434534	0.05465979671057801	0.9564265039653029
cg15553397	NK	disease:NK	261918019.48288155	0.05465979673968196	0.9564265039421251
cg15553397	Nue	disease:Nue	261918019.45884228	0.05465979673466602	0.9564265039461197
cg15553397	Eos	disease:Eos	261918019.37639713	0.054659796717420966	0.9564265039598534
